,question_id,semantic_str,image_id,answer,op_select,op_query,op_filter,op_relate,op_verify,op_choose,op_exist,op_or,op_different,op_and,op_same,op_common,skipped,model_response,correct,timeout,runtime_sec,answer_similarity,answer_sanitized,is_antonym
194,20340771,"select: fence (1)->relate: furniture,in front of,s (6) [0]->query: name [1]",n513100,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.7748250961303711,0.43549588322639465,chair,False
195,20340770,"select: fence (1)->relate: _,in front of,s (6) [0]->query: name [1]",n513100,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,2.2226054668426514,0.43549588322639465,chair,False
196,20285405,"select: window (4)->relate: walls,on,o (1) [0]->query: cleanliness [1]",n192021,clean,1,1,0,1,0,0,0,0,0,0,0,0,False,tinted,False,False,0.7848107814788818,0.23622679710388184,clean,False
197,20340772,"select: fence (1)->relate: furniture,in front of,s (6) [0]->query: name [1]",n513100,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.7777583599090576,0.43549588322639465,chair,False
198,201593445,"select: grass (1)->relate: animal,standing against,s (0) [0]->query: name [1]",n524855,cow,1,1,0,1,0,0,0,0,0,0,0,0,False,cow,True,False,0.8192031383514404,1.0,cow,False
199,201347404,"select: shorts (12)->relate: person,wearing,s (3) [0]->query: name [1]",n65202,skateboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,boy,False,False,0.7548050880432129,0.22092032432556152,skateboarder,False
201,201462472,select: catcher (6)->query: hposition [0],n508641,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.32939791679382324,0.9999998807907104,left,False
202,201887286,"select: basket (9)->relate: _,in,s (7) [0]->query: name [1]",n429961,broccoli,1,1,0,1,0,0,0,0,0,0,0,0,False,basket,False,False,2.4669923782348633,0.2813606262207031,broccoli,False
203,20518589,"select: sink (3)->relate: _,on,o (17) [0]->query: name [1]",n141939,countertop,1,1,0,1,0,0,0,0,0,0,0,0,False,sink,False,False,3.086202383041382,0.4305456578731537,countertop,False
208,202082102,"select: lamp (12)->relate: device,to the left of,s (7) [0]->query: name [1]",n433692,laptop,1,1,0,1,0,0,0,0,0,0,0,0,False,cell_phone,False,False,0.8177058696746826,0.3799302577972412,laptop,False
211,201879789,"select: sky (13)->relate: bike,below,s (10) [0]->query: size [1]",n466319,large,1,1,0,1,0,0,0,0,0,0,0,0,False,tiny,False,False,0.8513076305389404,0.4808688759803772,large,False
212,201143364,"select: table (6)->relate: _,on top of,s (7) [0]->query: name [1]",n276011,flowers,1,1,0,1,0,0,0,0,0,0,0,0,False,knife,False,False,3.213451385498047,0.3134287893772125,flower,False
215,201859351,select: lid (10)->query: material [0],n546884,plastic,1,1,0,0,0,0,0,0,0,0,0,0,False,plastic,True,False,0.35303330421447754,1.0,plastic,False
217,20923252,"select: barn (10)->relate: _,parked alongside,s (9) [0]->query: name [1]",n480253,ambulance,1,1,0,1,0,0,0,0,0,0,0,0,False,mirror,False,False,3.0458791255950928,0.2604232430458069,ambulance,False
218,202243438,select: vehicle (14)->filter material: metal [0]->query: name [1],n557666,truck,1,1,1,0,0,0,0,0,0,0,0,0,False,school_bus,False,False,0.35304689407348633,0.4331504702568054,truck,False
220,20923256,"select: barn (10)->relate: vehicle,parked alongside,s (9) [0]->query: name [1]",n480253,ambulance,1,1,0,1,0,0,0,0,0,0,0,0,False,fire_truck,False,False,0.8386099338531494,0.45312926173210144,ambulance,False
223,20600137,"select: rock (9)->relate: zebras,sitting beside,o (5) [0]->relate: _,beneath,s (14) [1]->query: name [2]",n196058,grass,1,1,0,2,0,0,0,0,0,0,0,0,False,zebra,False,False,2.296778440475464,0.36997270584106445,grass,False
224,20600132,"select: zebra (4)->filter size: not(large) [0]->relate: _,beneath,s (14) [1]->query: name [2]",n196058,grass,1,1,1,1,0,0,0,0,0,0,0,0,False,zebra,False,False,1.599952220916748,0.36997270584106445,grass,False
227,201640606,"select: watch (4)->relate: person,wearing,s (7) [0]->query: name [1]",n235859,women,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8215062618255615,0.35008004307746887,woman,True
228,201640605,"select: watch (4)->relate: person,wearing,s (7) [0]->query: name [1]",n235859,women,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8286426067352295,0.35008004307746887,woman,True
229,201640602,"select: light bulb (13)->relate: person,to the left of,s (7) [0]->relate: _,sitting at,o (1) [1]->query: name [2]",n235859,restaurant,1,1,0,2,0,0,0,0,0,0,0,0,False,restaurant,True,False,5.694738388061523,1.000000238418579,restaurant,False
230,20306515,"select: gift (5)->relate: man,near,s (0) [0]->filter age: young [1]->relate: device,holding,o (2) [2]->query: name [3]",n554880,cell phone,1,1,1,2,0,0,0,0,0,0,0,0,False,earphone,False,False,1.2691633701324463,0.4357820153236389,cell_phone,False
231,202228132,select: device (3)->filter: not(illuminated) [0]->query: name [1],n77818,speaker,1,1,1,0,0,0,0,0,0,0,0,0,False,speaker,True,False,0.3483548164367676,1.000000238418579,speaker,False
232,20692296,"select: counter (11)->filter material: marble [0]->relate: _,resting on,s (2) [1]->query: name [2]",n499081,books,1,1,1,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,2.9102396965026855,0.0,book,False
233,20692294,"select: cabinet (9)->filter material: wood [0]->choose rel: books,to the left of|to the right of,s (2) [1]",n499081,left,1,0,1,0,0,1,0,0,0,0,0,0,False,to_the_left_of,True,False,0.8815488815307617,1.0,to_the_left_of,False
238,202243431,select: vehicle (14)->filter size: large [0]->query: name [1],n557666,truck,1,1,1,0,0,0,0,0,0,0,0,0,False,car,False,False,0.3466947078704834,0.6431450247764587,truck,False
239,201556497,select: furniture (12)->filter size: not(small) [0]->query: name [1],n525901,shelf,1,1,1,0,0,0,0,0,0,0,0,0,False,desk,False,False,0.35112881660461426,0.5333858132362366,shelf,False
240,201556499,select: furniture (12)->filter size: not(small) [0]->query: name [1],n525901,shelf,1,1,1,0,0,0,0,0,0,0,0,0,False,desk,False,False,0.35299086570739746,0.5333858132362366,shelf,False
242,20711540,select: toy (1)->filter hardness: soft [0]->query: name [1],n549922,stuffed bear,1,1,1,0,0,0,0,0,0,0,0,0,False,balloon,False,False,0.3448669910430908,0.4037424325942993,stuffed_bear,False
243,20899315,select: bottle (12)->query: material [0],n403734,plastic,1,1,0,0,0,0,0,0,0,0,0,0,False,iron,False,False,0.35598063468933105,0.3759835362434387,plastic,False
244,20711546,select: toy (1)->filter: colorful [0]->query: name [1],n549922,stuffed bear,1,1,1,0,0,0,0,0,0,0,0,0,False,teddy_bear,False,False,0.343921422958374,0.8228134512901306,stuffed_bear,False
245,201624174,"select: pan (5)->relate: _,on,s (4) [0]->query: name [1]",n59676,pizza,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,2.6196815967559814,0.25361478328704834,pizza,False
248,20866526,select: container (8)->filter material: plastic [0]->query: tone [1],n579256,light,1,1,1,0,0,0,0,0,0,0,0,0,False,dark,False,False,0.3607630729675293,0.5497326254844666,light,True
249,20866521,select: container (8)->filter material: plastic [0]->choose hposition: right|left [1],n579256,right,1,0,1,0,0,1,0,0,0,0,0,0,False,right,True,False,0.35773539543151855,1.0,right,False
250,201510327,select: fruit (0)->query: name [0],n541854,pear,1,1,0,0,0,0,0,0,0,0,0,0,False,apple,False,False,0.33461928367614746,0.450343519449234,pear,False
251,201492240,select: clothing (25)->filter: not(long sleeved) [0]->query: name [1],n9856,baseball mitt,1,1,1,0,0,0,0,0,0,0,0,0,False,jersey,False,False,0.35713648796081543,0.24545174837112427,baseball_mitt,False
252,20691652,select: towels (3)->filter material: cloth [0]->choose color: black|white [1],n153293,black,1,0,1,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.37794995307922363,0.0,black,False
253,202144423,"select: man (0)->relate: shorts,wearing,o (14) [0]->query: color [1]",n37274,brown,1,1,0,1,0,0,0,0,0,0,0,0,False,khaki,False,False,0.7485570907592773,0.4451754689216614,brown,False
254,20836578,"select: luggage (2)->filter color: brown [0]->filter color: black [1]->relate: furniture,sitting in front of,o (7) [2]->query: name [3]",n507959,table,1,1,2,1,0,0,0,0,0,0,0,0,False,desk,False,False,0.9132988452911377,0.47218814492225647,table,False
255,20349798,"select: shirt (6)->relate: person,wearing,s (1) [0]->query: name [1]",n468864,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7351653575897217,0.44634392857551575,woman,False
257,20692079,select: sink (12)->query: size [0],n499081,small,1,1,0,0,0,0,0,0,0,0,0,0,False,tiny,False,False,0.34642601013183594,0.900031566619873,small,False
258,201030507,select: shirt (5)->choose: long sleeved|sleeveless [0],n54424,long sleeved,1,0,0,0,0,1,0,0,0,0,0,0,False,long_sleeved,True,False,0.33239293098449707,1.0000001192092896,long_sleeved,False
260,201153290,"select: giraffe (9)->relate: person,staring at,s (3) [0]->query: name [1]",n160664,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.7997798919677734,0.35008004307746887,woman,True
262,201153292,"select: post (8)->relate: person,in front of,s (3) [0]->relate: animal,staring at,o (9) [1]->query: name [2]",n160664,giraffe,1,1,0,2,0,0,0,0,0,0,0,0,False,giraffe,True,False,1.442948818206787,0.9999998807907104,giraffe,False
263,201153293,"select: woman (3)->relate: animal,staring at,o (9) [0]->query: name [1]",n160664,giraffe,1,1,0,1,0,0,0,0,0,0,0,0,False,giraffe,True,False,0.8418042659759521,0.9999998807907104,giraffe,False
264,201153297,"select: woman (3)->relate: animal,staring at,o (9) [0]->query: name [1]",n160664,giraffe,1,1,0,1,0,0,0,0,0,0,0,0,False,giraffe,True,False,0.8355231285095215,0.9999998807907104,giraffe,False
265,20645858,select: bathroom (8)->filter size: small [0]->query: color [1],n98544,white,1,1,1,0,0,0,0,0,0,0,0,0,False,green,False,False,0.3703765869140625,0.6498388648033142,white,False
268,201535714,select: clothing (10)->filter color: yellow [0]->query: name [1],n272098,coat,1,1,1,0,0,0,0,0,0,0,0,0,False,hat,False,False,0.37638115882873535,0.5979071855545044,coat,False
269,20652278,"select: soccer ball (3)->select: backpack (5) ->common:  [0, 1]",n400036,shape,2,0,0,0,0,0,0,0,0,0,0,1,False,width,False,False,6.366272449493408,0.3738592565059662,shape,False
270,201535713,select: clothing (10)->filter color: yellow [0]->query: name [1],n272098,coat,1,1,1,0,0,0,0,0,0,0,0,0,False,hat,False,False,0.379131555557251,0.5979071855545044,coat,False
271,201111170,select: table (8)->query: color [0],n546616,brown,1,1,0,0,0,0,0,0,0,0,0,0,False,blond,False,False,0.36525917053222656,0.6068586111068726,brown,False
273,20891560,"select: child (5)->relate: _,wearing,o (4) [0]->query: name [1]",n347706,shorts,1,1,0,1,0,0,0,0,0,0,0,0,False,fire_hydrant,False,False,2.905264377593994,0.1709364801645279,shorts,False
276,20503730,select: sticker (4)->filter shape: rectangular [0]->query: color [1],n324644,purple,1,1,1,0,0,0,0,0,0,0,0,0,False,red,False,False,0.3735637664794922,0.7020314931869507,purple,False
277,201974600,select: shirt (14)->query: color [0],n274905,dark blue,1,1,0,0,0,0,0,0,0,0,0,0,False,white,False,False,0.36548447608947754,0.3535235822200775,dark_blue,False
278,201972712,select: sky (10)->query: color [0],n541482,blue,1,1,0,0,0,0,0,0,0,0,0,0,False,silver,False,False,0.3643686771392822,0.5710967779159546,blue,False
280,20797833,"select: man (8)->relate: _,in front of,o (9) [0]->query: name [1]",n16656,tree,1,1,0,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,1.765594244003296,0.0,tree,False
281,20797830,"select: sky (21)->relate: tree,in front of,s (9) [0]->relate: person,in front of,s (8) [1]->query: name [2]",n16656,man,1,1,0,2,0,0,0,0,0,0,0,0,False,UNSAT,False,False,1.0402512550354004,0.0,man,False
283,20783519,"select: table (14)->relate: people,sitting around,s (13) [0]->relate: furniture,in front of,s (9) [1]->query: name [2]",n355339,chair,1,1,0,2,0,0,0,0,0,0,0,0,False,dining_table,False,False,1.4316344261169434,0.43549588322639465,chair,False
284,20797834,"select: man (8)->relate: _,in front of,o (9) [0]->query: name [1]",n16656,tree,1,1,0,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,1.7533578872680664,0.0,tree,False
285,2053782,select: sidewalk (2)->query: material [0],n146555,concrete,1,1,0,0,0,0,0,0,0,0,0,0,False,leather,False,False,0.3553948402404785,0.3685658574104309,concrete,False
288,20536241,select: bison (0)->query: weight [0],n410476,heavy,1,1,0,0,0,0,0,0,0,0,0,0,False,heavy,True,False,0.3408780097961426,0.9999998211860657,heavy,False
290,20899760,"select: tomatoes (4)->relate: device,to the left of,s (5) [0]->query: name [1]",n186491,laptop,1,1,0,1,0,0,0,0,0,0,0,0,False,speaker,False,False,0.7927520275115967,0.33327603340148926,laptop,False
292,201621812,"select: couch (3)->relate: device,to the right of,s (6) [0]->query: name [1]",n275148,speaker,1,1,0,1,0,0,0,0,0,0,0,0,False,speaker,True,False,0.832960844039917,1.000000238418579,speaker,False
293,20536249,select: bison (0)->query: activity [0],n410476,looking down,1,1,0,0,0,0,0,0,0,0,0,0,False,looking_down,True,False,0.3553187847137451,1.0,looking_down,False
294,20899769,"select: table (7)->filter shape: square [0]->relate: device,sitting on,s (5) [1]->query: name [2]",n186491,laptop,1,1,1,1,0,0,0,0,0,0,0,0,False,speaker,False,False,0.7559616565704346,0.33327603340148926,laptop,False
295,20306372,"select: woman (1)->relate: device,holding,o (3) [0]->query: name [1]",n554880,camera,1,1,0,1,0,0,0,0,0,0,0,0,False,earphone,False,False,0.8677866458892822,0.3878963589668274,camera,False
296,20306370,"select: woman (1)->filter age: young [0]->relate: device,holding,o (3) [1]->query: name [2]",n554880,camera,1,1,1,1,0,0,0,0,0,0,0,0,False,earphone,False,False,0.8888027667999268,0.3878963589668274,camera,False
297,20866380,select: floor (5)->query: color [0],n579256,gray,1,1,0,0,0,0,0,0,0,0,0,0,False,brunette,False,False,0.3439955711364746,0.5570662021636963,gray,False
299,201467402,"select: door (8)->select: room (13) ->common:  [0, 1]",n295771,color,2,0,0,0,0,0,0,0,0,0,0,1,False,room,False,False,10.262181282043457,0.20190240442752838,color,False
300,20518336,"select: sink (3)->relate: appliance,under,s (13) [0]->query: name [1]",n141939,radiator,1,1,0,1,0,0,0,0,0,0,0,0,False,radiator,True,False,0.8532192707061768,1.0000001192092896,radiator,False
301,20518337,"select: sink (3)->relate: appliance,under,s (13) [0]->query: name [1]",n141939,radiator,1,1,0,1,0,0,0,0,0,0,0,0,False,radiator,True,False,0.8508667945861816,1.0000001192092896,radiator,False
302,20518334,"select: countertop (17)->relate: sink,on,s (3) [0]->relate: _,under,s (13) [1]->query: name [2]",n141939,radiator,1,1,0,2,0,0,0,0,0,0,0,0,False,radiator,True,False,4.618112087249756,1.0000001192092896,radiator,False
303,20518335,"select: sink (3)->relate: _,under,s (13) [0]->query: name [1]",n141939,radiator,1,1,0,1,0,0,0,0,0,0,0,0,False,trash_can,False,False,3.087611198425293,0.18720784783363342,radiator,False
304,201759317,select: window (5)->choose material: glass|plastic [0],n150962,glass,1,0,0,0,0,1,0,0,0,0,0,0,False,plastic,False,False,0.3545217514038086,0.6132603883743286,glass,False
306,201952898,"select: houses (8)->relate: vehicle,parked near,s (7) [0]->query: name [1]",n525029,car,1,1,0,1,0,0,0,0,0,0,0,0,False,train,False,False,0.7990005016326904,0.4044036865234375,car,False
308,202053173,select: person (0)->filter activity: staring [0]->query: name [1],n334278,umpire,1,1,1,0,0,0,0,0,0,0,0,0,False,catcher,False,False,0.36664271354675293,0.6183837056159973,umpire,False
309,20183255,"select: woman (6)->filter age: not(young) [0]->relate: _,sitting on top of,o (1) [1]->query: name [2]",n151768,steps,1,1,1,1,0,0,0,0,0,0,0,0,False,air_conditioner,False,False,3.7258336544036865,0.09650889039039612,step,False
310,20797661,"select: shoe (0)->relate: animal,behind,o (4) [0]->query: name [1]",n16656,cat,1,1,0,1,0,0,0,0,0,0,0,0,False,cat,True,False,0.6878161430358887,1.0,cat,False
311,201548930,"select: room (0)->relate: _,holding,o (1) [0]->query: name [1]",n314171,picture,1,1,0,1,0,0,0,0,0,0,0,0,False,bracelet,False,False,2.9062447547912598,0.26504021883010864,picture,False
312,20157379,select: furniture (5)->filter material: wood [0]->query: name [1],n170941,table,1,1,1,0,0,0,0,0,0,0,0,0,False,side_table,False,False,0.36087536811828613,0.5609819889068604,table,False
315,20709846,select: umbrella (1)->filter: open [0]->query: hposition [1],n24526,left,1,1,1,0,0,0,0,0,0,0,0,0,False,middle,False,False,0.3316781520843506,0.3052380084991455,left,False
318,20963807,"select: mirror (2)->relate: _,beneath,s (12) [0]->query: name [1]",n119886,faucet,1,1,0,1,0,0,0,0,0,0,0,0,False,bathroom,False,False,3.1790671348571777,0.48296666145324707,faucet,False
321,20667405,"select: pillow (9)->relate: man,sitting in front of,s (7) [0]->relate: device,to the right of,s (12) [1]->query: name [2]",n181355,wii controller,1,1,0,2,0,0,0,0,0,0,0,0,False,cell_phone,False,False,1.332381010055542,0.3571477234363556,wii_controller,False
322,202156967,"select: elephants (3)->relate: dirt,on,o (9) [0]->query: color [1]",n543966,brown,1,1,0,1,0,0,0,0,0,0,0,0,False,khaki,False,False,0.7762031555175781,0.4451754689216614,brown,False
325,20757119,select: lady (9)->query: activity [0],n433532,looking down,1,1,0,0,0,0,0,0,0,0,0,0,False,cooking,False,False,0.34027934074401855,0.25747251510620117,looking_down,False
326,20394761,"select: woman (1)->relate: _,wearing,o (3) [0]->query: name [1]",n369313,dress,1,1,0,1,0,0,0,0,0,0,0,0,False,bracelet,False,False,2.8050780296325684,0.23748376965522766,dress,False
327,20394760,"select: woman (1)->filter face expression: happy [0]->relate: _,wearing,o (3) [1]->query: name [2]",n369313,dress,1,1,1,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,2.79752254486084,0.0,dress,False
328,20508714,"select: shirt (4)->relate: person,wearing,s (0) [0]->query: name [1]",n511913,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.7448413372039795,0.5288609266281128,woman,False
332,20403340,select: mirror (1)->filter size: large [0]->query: shape [1],n249639,square,1,1,1,0,0,0,0,0,0,0,0,0,False,rectangular,False,False,0.35099267959594727,0.7010456919670105,square,False
335,20435303,select: napkin (8)->choose material: paper|cloth [0],n431447,paper,1,0,0,0,0,1,0,0,0,0,0,0,False,paper,True,False,0.3531627655029297,1.0,paper,False
